year,state,state_abb,division,region,total_pop,male_pop,female_pop,med_age,predominant_education,bachelor_degree,med_income,med_home_value,med_gross_rent,unemployed,below_poverty,mortgaged_housing,food_stamps,gini_index,health_insurance,no_health_insurance,employer_health_insurance,medicare,medicaid,housing_units,med_year_built,household_size,occupied_housing,owner_occupied,renter_occupied,predominant_heat,gas_heat,electric_heat,no_heat
2017,Alabama,AL,East South Central,South,4874747,2359896,2514851,38.9,high school graduate (includes equivalency),844704,48123,141300,750,128302,802656,706185,258110,0.4768,722029,4071483,525794,971615,982608,2258669,1983,2.647,1841665,1253199,588466,electricity,494568,1213135,6403
2017,Alaska,AK,Pacific,West,739795,385776,354019,34.5,some college or associate's degree,138684,73181,273100,1201,28267,80012,102297,27090,0.4241,98179,617999,69645,86745,162609,316968,1984,2.95,250741,159344,91397,utility gas,120375,33262,2182
2017,Arizona,AZ,Mountain,West,7016270,3487722,3528548,37.7,some college or associate's degree,1383092,56581,223400,1020,192721,1018935,1064351,276388,0.4668,1247060,5661061,1006276,1292196,1554419,2999185,1990,2.748,2552972,1652321,900651,electricity,830017,1560459,20537
2017,Arkansas,AR,West South Central,South,3004279,1479682,1524597,38.1,high school graduate (includes equivalency),470114,45869,128500,711,76495,478365,416168,136635,0.4725,413840,2535465,315816,601979,806358,1370109,1985,2.605,1153082,752399,400683,electricity,440170,591893,2454
2017,California,CA,Pacific,West,39536653,19650051,19886602,36.5,bachelor's degree or higher,8976247,71805,509400,1447,1178551,5160208,5026144,1155077,0.4866,5973969,33072866,4760457,5887168,10382702,14177270,1975,3.04,13005097,7125090,5880007,utility gas,8370720,3452150,409471
2017,Colorado,CO,Mountain,West,5607154,2820169,2786985,36.8,bachelor's degree or higher,1574697,69117,348900,1240,127259,564312,994409,162490,0.4553,912962,4601108,726801,830007,1077943,2385495,1984,2.621,2139207,1394824,744383,utility gas,1483056,483786,9703
2017,Connecticut,CT,New England,Northeast,3588184,1750647,1837537,40.9,bachelor's degree or higher,964607,74168,273100,1125,117360,334128,611242,163472,0.4943,539500,2997022,383773,627833,723997,1517495,1964,2.645,1356762,898234,458528,"fuel oil, kerosene, etc.",478136,219208,4244
2017,Delaware,DE,South Atlantic,South,961939,465510,496429,40.1,high school graduate (includes equivalency),212083,62852,252800,1086,24300,126986,164071,37164,0.4811,134113,813146,89516,189955,175257,432853,1984,2.687,357937,253948,103989,utility gas,156142,123152,1530
2017,Florida,FL,South Atlantic,South,20984400,10254267,10730133,42,some college or associate's degree,4454492,52594,214000,1128,552245,2889506,2850011,1042265,0.4859,3520363,17158341,2749472,4493924,3850108,9441585,1986,2.729,7689964,5010187,2679777,electricity,351403,7100222,141623
2017,Georgia,GA,South Atlantic,South,10429379,5070721,5358658,36.8,bachelor's degree or higher,2131478,56183,173700,958,296040,1517702,1529558,470762,0.483,1401344,8840250,1050039,1591311,1780476,4282254,1989,2.785,3745074,2354922,1390152,electricity,1470240,2050296,15414
2017,Hawaii,HI,Pacific,West,1427538,716350,711188,39.2,bachelor's degree or higher,328680,77765,617400,1573,29762,132549,172214,48954,0.4455,225350,1147852,162897,255189,245341,542955,1979,3.116,458078,268078,190000,no fuel used,10364,130309,291962
2017,Idaho,ID,Mountain,West,1716943,862720,854223,36.3,some college or associate's degree,297658,52225,207100,822,34000,216309,280297,60914,0.4478,245313,1449960,187855,294931,305690,721818,1988,2.747,625135,435493,189642,utility gas,329995,204963,2130
2017,Illinois,IL,East North Central,North Central,12802023,6294900,6507123,38,bachelor's degree or higher,2997805,62992,195300,974,407967,1569753,2007439,618363,0.4818,1713084,10907042,1279391,2048779,2521174,5359416,1968,2.662,4808672,3182232,1626440,utility gas,3728718,801287,29317
2017,Indiana,IN,East North Central,North Central,6666818,3286152,3380666,37.7,high school graduate (includes equivalency),1189458,54181,141100,793,158556,871247,1156805,237307,0.4497,941833,5626601,704377,1141489,1181435,2885342,1974,2.607,2557299,1765500,791799,utility gas,1525035,764022,9032
2017,Iowa,IA,West North Central,North Central,3145711,1562265,1583446,38.3,some college or associate's degree,605820,58570,149100,760,60190,326636,554182,120558,0.4381,430396,2671783,320098,551800,561524,1397739,1968,2.502,1257505,900362,357143,utility gas,777947,277510,7032
2017,Kansas,KS,West North Central,North Central,2913123,1452573,1460550,36.7,bachelor's degree or higher,642742,56422,150600,815,63084,336487,438620,86591,0.4539,385671,2469783,291562,483676,401259,1273776,1973,2.58,1128983,743508,385475,utility gas,742848,280820,3115
2017,Kentucky,KY,East South Central,South,4454189,2194850,2259339,38.9,high school graduate (includes equivalency),723552,48375,141000,724,115271,744239,667936,242950,0.4784,624514,3746426,447245,852595,1179427,1984235,1980,2.582,1725034,1146668,578366,electricity,643422,901970,5515
2017,Louisiana,LA,West South Central,South,4684333,2289695,2394638,36.8,high school graduate (includes equivalency),742525,46145,162500,836,141608,899039,596545,285732,0.4935,577457,4002801,432616,795538,1306833,2061582,1979,2.697,1737123,1132229,604894,electricity,570226,1113152,5550
2017,Maine,ME,New England,Northeast,1335907,654763,681144,44.6,bachelor's degree or higher,311607,56277,191200,806,29493,144012,243301,69380,0.4526,175905,1145744,125455,299966,235462,742644,1976,2.47,540959,395809,145150,"fuel oil, kerosene, etc.",41841,36406,2044
2017,Maryland,MD,South Atlantic,South,6052177,2935822,3116355,38.7,bachelor's degree or higher,1652580,80776,312500,1337,170419,549171,1073033,226673,0.453,895822,5062049,624277,955586,1067453,2449123,1977,2.742,2207343,1472500,734843,utility gas,965820,923094,11585
2017,Massachusetts,MA,New England,Northeast,6859819,3333270,3526549,39.5,bachelor's degree or higher,2078671,77385,385400,1208,172091,692201,1135557,305393,0.4851,1146344,5639278,863428,1149719,1569607,2894590,1961,2.633,2604954,1623515,981439,utility gas,1353682,418715,8731
2017,Michigan,MI,East North Central,North Central,9962311,4907242,5055069,39.8,some college or associate's degree,1985564,54909,155700,835,291020,1377766,1688608,514289,0.4671,1385142,8468014,910908,1874265,2212673,4595274,1970,2.535,3930017,2803372,1126645,utility gas,3006588,386300,19829
2017,Minnesota,MN,West North Central,North Central,5576606,2780714,2795892,37.9,bachelor's degree or higher,1362126,68388,224000,939,110757,517476,1038893,168078,0.4516,778432,4740767,584366,912226,986481,2437726,1977,2.579,2162211,1547594,614617,utility gas,1432941,386925,16864
2017,Mississippi,MS,East South Central,South,2984100,1446473,1537627,37.5,some college or associate's degree,428497,43529,120200,742,92744,571219,367369,167167,0.479,378578,2542230,282761,561145,713735,1323754,1983,2.733,1091980,748055,343925,electricity,330678,620169,3350
2017,Missouri,MO,West North Central,North Central,6113532,3002694,3110838,38.5,high school graduate (includes equivalency),1205839,53578,156700,800,141163,795732,988869,263150,0.4618,789946,5210380,590460,1143589,902959,2792445,1976,2.563,2385135,1596870,788265,utility gas,1213154,867102,6967
2017,Montana,MT,Mountain,West,1050493,526357,524136,40,some college or associate's degree,233817,53386,231300,759,18844,127777,167138,39709,0.4539,167342,868903,131102,202911,211772,510408,1978,2.483,423091,292585,130506,utility gas,229832,98887,2786
2017,Nebraska,NE,West North Central,North Central,1920076,959273,960803,36.5,some college or associate's degree,398780,59970,155800,801,34967,200909,304828,62887,0.4391,278481,1612972,220254,308286,246130,837540,1973,2.545,754490,500086,254404,utility gas,445517,239512,3188
2017,Nevada,NV,Mountain,West,2998039,1506252,1491787,38,some college or associate's degree,513280,58003,258200,1051,90032,384120,427386,133137,0.4606,392084,2570152,298485,494926,559069,1249733,1994,2.739,1094613,619309,475304,utility gas,639476,393340,4649
2017,New Hampshire,NH,New England,Northeast,1342795,665741,677054,43.2,bachelor's degree or higher,353892,73381,263600,1072,28888,99966,242670,36772,0.4386,178318,1146698,123703,254062,182303,634689,1978,2.54,528700,369037,159663,"fuel oil, kerosene, etc.",111070,47927,3651
2017,New Jersey,NJ,Middle Atlantic,Northeast,9005644,4396848,4608796,39.8,bachelor's degree or higher,2476707,80088,334900,1284,252810,882673,1375400,286528,0.4794,1273937,7628495,913846,1492057,1530419,3615891,1967,2.798,3218798,2053929,1164869,utility gas,2425008,415119,14193
2017,New Mexico,NM,Mountain,West,2088070,1034144,1053926,37.7,some college or associate's degree,376500,46744,171300,813,61065,401755,279646,133515,0.4776,271109,1783192,196508,395964,682368,937976,1982,2.72,767705,521450,246255,utility gas,494471,158057,2263
2017,New York,NY,Middle Atlantic,Northeast,19849399,9637896,10211503,38.7,bachelor's degree or higher,4980162,64894,314500,1226,560001,2722257,2394424,1083022,0.5157,3237415,16370651,2489916,3381200,5156580,8327621,1956,2.717,7304332,3930033,3374299,utility gas,4339349,867925,81899
2017,North Carolina,NC,South Atlantic,South,10273419,4998538,5274881,38.8,bachelor's degree or higher,2190679,52752,171200,861,266777,1471339,1631800,488137,0.4763,1487094,8583687,1123881,1833434,1863219,4622656,1988,2.598,3955069,2586616,1368453,electricity,961624,2521984,16762
2017,North Dakota,ND,West North Central,North Central,755393,388300,367093,35.4,some college or associate's degree,152439,61843,194700,785,12307,75279,109310,19847,0.4546,92762,645415,71689,113965,82428,374591,1979,2.388,316306,200554,115752,electricity,127069,128773,2654
2017,Ohio,OH,East North Central,North Central,11658609,5709254,5949355,39.3,high school graduate (includes equivalency),2231350,54021,144200,772,303348,1582931,1927336,617649,0.4642,1533943,9951135,1072367,2126769,2415060,5201701,1968,2.498,4667192,3070181,1597011,utility gas,3055871,1123993,21041
2017,Oklahoma,OK,West South Central,South,3930864,1948986,1981878,36.6,some college or associate's degree,660536,50051,137400,780,99619,603864,526995,193761,0.4658,615476,3235826,475702,693953,697083,1734074,1978,2.673,1470364,962483,507881,utility gas,760664,579530,3096
2017,Oregon,OR,Pacific,West,4142776,2054016,2088760,39.3,some college or associate's degree,978417,60212,319200,1079,107100,537974,672491,246836,0.4593,623312,3479589,462906,776064,943550,1768582,1979,2.583,1603635,1007015,596620,electricity,621832,806011,6985
2017,Pennsylvania,PA,Middle Atlantic,Northeast,12805537,6272521,6533016,40.8,high school graduate (includes equivalency),2817236,59195,181200,893,345226,1548720,2063564,646413,0.4777,2013329,10589143,1521184,2506222,2484446,5694402,1963,2.557,5008751,3421017,1587734,utility gas,2598275,1158937,20653
2017,Rhode Island,RI,New England,Northeast,1059639,513198,546441,39.5,bachelor's degree or higher,246524,63870,257800,941,32751,118367,172375,63109,0.4722,166100,878011,125253,188547,242401,468266,1961,2.592,408748,248723,160025,utility gas,216466,43380,1512
2017,South Carolina,SC,South Atlantic,South,5024369,2436902,2587467,39.4,some college or associate's degree,964340,50570,161800,848,139747,751907,754533,233897,0.4795,727301,4200959,527078,987111,957413,2284820,1988,2.637,1905100,1309670,595430,electricity,415962,1380808,8772
2017,South Dakota,SD,West North Central,North Central,869666,438429,431237,36.9,some college or associate's degree,161738,56521,167600,722,16208,109099,129049,30563,0.4488,114465,737361,88187,150004,123325,392650,1976,2.526,344260,233092,111168,utility gas,161222,111476,2547
2017,Tennessee,TN,East South Central,South,6715984,3272135,3443849,38.6,high school graduate (includes equivalency),1254162,51340,167500,833,162289,980284,997085,348689,0.4822,929193,5683359,694982,1231668,1361786,2958799,1984,2.594,2588655,1693790,894865,electricity,819872,1608010,8956
2017,Texas,TX,West South Central,South,28304596,14062701,14241895,34.7,bachelor's degree or higher,5371489,59206,172200,987,716417,4076905,3439280,1154985,0.4781,3609972,24226952,2816939,3729666,4767279,10933375,1987,2.941,9623874,5964183,3659691,electricity,3422516,5824591,38387
2017,Utah,UT,Mountain,West,3101833,1563433,1538400,31,some college or associate's degree,632442,68358,275100,986,55695,296557,484330,66759,0.4225,367179,2709139,277101,356209,332799,1084685,1987,3.18,975448,681563,293885,utility gas,799822,134315,1636
2017,Vermont,VT,New England,Northeast,623657,307810,315847,42.6,bachelor's degree or higher,168166,57513,226300,950,12759,67841,110296,29506,0.4525,81772,535784,56841,130311,165537,335248,1974,2.43,256629,178405,78224,"fuel oil, kerosene, etc.",47036,14035,912
2017,Virginia,VA,South Atlantic,South,8470020,4163754,4306266,38.2,bachelor's degree or higher,2237216,71535,273400,1179,200754,874483,1431413,252049,0.4674,1257748,6999062,931272,1374591,974839,3512917,1982,2.714,3120880,2077417,1043463,electricity,1041717,1708026,13417
2017,Washington,WA,Pacific,West,7405743,3698615,3707128,37.7,bachelor's degree or higher,1811119,70979,339000,1216,186414,802159,1227493,348224,0.4561,1038910,6260902,765021,1211194,1534414,3103263,1981,2.607,2840377,1783549,1056828,electricity,974414,1599616,11659
2017,West Virginia,WV,South Atlantic,South,1815857,897166,918691,42.4,high school graduate (includes equivalency),258456,43469,119800,690,51986,336301,238355,120054,0.4686,195083,1592043,122011,411024,498042,892240,1974,2.539,715308,518882,196426,electricity,288530,316115,1436
2017,Wisconsin,WI,East North Central,North Central,5795483,2880454,2915029,39.5,some college or associate's degree,1202530,59305,178900,819,107459,639564,1003815,248107,0.4467,756180,4967783,546510,1037874,977546,2695303,1973,2.466,2350293,1565599,784694,utility gas,1534863,383680,12254
2017,Wyoming,WY,Mountain,West,579315,295779,283536,37.5,some college or associate's degree,107097,60434,214300,832,15376,64054,92857,14240,0.4326,70819,498072,50554,98250,69311,276733,1979,2.566,225796,159792,66004,utility gas,137155,49131,973
