year,state,total,male 5 and under,male 6 to 18,male 19 to 25,male 26 to 34,male 35 to 44,male 45 to 54,male 55 to 64,male 65 to 74,male 75 and older,female 5 and under,female 6 to 18,female 19 to 25,female 26 to 34,female 35 to 44,female 45 to 54,female 55 to 64,female 65 to 74,female 75 and older
2012,North Carolina,1562379,1580,3476,3392,8971,16574,37641,66318,345348,206878,1696,2598,2275,6867,16576,41623,77844,404367,318355
2012,North Dakota,104367,52,50,301,448,1344,1574,3377,22940,18334,40,0,333,281,273,1308,2343,25217,26152
2012,Ohio,1899646,3433,6452,4639,11285,18238,40046,69310,406963,282493,3603,4943,3577,12478,20235,39201,71466,469215,432069
2012,Oklahoma,620791,2203,3240,1652,3768,6317,12393,26961,134473,87443,1968,3212,1516,3280,6864,15022,29712,154407,126360
2012,Oregon,645481,163,867,1215,2640,4212,10181,23952,150017,99812,306,574,554,2081,4409,9750,25472,166669,142607
2012,Pennsylvania,2223237,2214,5566,4390,11540,17296,42434,70662,459004,353787,2147,4391,4114,12060,21494,45722,78545,540465,547406
2012,Rhode Island,177073,113,542,520,806,1841,4214,6578,35578,26608,302,243,525,1040,1397,4159,8685,40916,43006
2012,South Carolina,815678,827,2735,894,4663,9469,20643,36662,184469,103808,764,2498,1380,2962,6945,21681,44088,214474,156716
2012,South Dakota,131331,299,484,573,1069,942,2406,4225,29368,21945,184,199,238,540,1275,2017,4345,30430,30792
2012,Tennessee,1088779,1702,2967,2568,5377,12209,28090,50212,239463,140252,1672,3992,2300,5581,16478,29644,54091,274650,217531
2012,Texas,3130939,4940,10605,7578,17865,31909,62654,116703,709885,447011,4131,10143,6832,16827,30019,67342,125211,809703,651581
2012,Utah,300580,834,423,432,2306,2771,4444,9648,69209,49245,488,935,605,1910,2432,5437,9647,76532,63282
2012,Vermont,112876,143,218,334,1581,1005,3264,4251,26016,16394,51,197,133,417,1208,2649,4169,27623,23223
2012,Virginia,1178866,3737,3555,2369,6505,11186,22320,40670,267368,163973,3563,4890,1920,6434,12500,23038,43357,309892,251589
2012,Washington,1009592,1404,2214,2378,4762,10350,18322,33236,235370,150975,622,4118,2343,7875,9721,18183,38764,256201,212754
2012,West Virginia,378606,185,860,464,2125,4280,11397,24141,82091,51100,107,536,771,2117,4927,9179,19518,88718,76090
2012,Wisconsin,909400,1889,3472,2642,5693,7129,17584,28689,198448,144577,1839,1702,2134,4072,9260,17482,29116,221784,211888
2012,Wyoming,84030,397,313,15,406,458,1220,3203,20581,13086,98,363,112,166,572,1672,3732,21123,16513
2013,Alabama,885836,1576,3921,2957,4397,12581,25194,43929,183093,111032,2457,4771,2688,5212,12134,29046,51055,217581,172212
2013,Alaska,70726,227,51,62,393,934,1379,2844,20006,9705,44,340,32,385,451,744,2555,19005,11569
2013,Arizona,1110875,649,2939,1630,4191,6570,16880,33777,260245,184603,1231,2551,2706,4850,7636,16281,37011,297221,229904
2013,Arkansas,554929,1521,1502,1053,4075,8320,14577,32381,115742,74960,376,1457,1755,3566,8358,16455,30864,134068,103899
2013,California,5150217,12625,26199,15545,29380,36308,77644,159497,1136406,812196,11790,23155,15722,24914,43227,78294,164304,1319094,1163917
2013,Colorado,705830,1550,2255,1508,4847,5012,10873,24753,171541,102109,1347,3074,781,2875,4414,12883,23823,187131,145054
2013,Connecticut,574408,377,2500,1103,2932,2714,10049,17968,123966,91360,592,860,1022,3021,3963,11819,17231,144492,138439
2013,Delaware,167490,269,296,649,634,1981,3525,6073,37690,23795,539,863,820,1277,1592,3463,6831,44031,33162
2013,Florida,3922889,4865,8854,7212,16217,28947,60597,120600,865728,675197,3495,8792,5459,16659,21328,62949,129031,991696,895263
2013,Georgia,1369604,3040,7096,3613,9140,16017,31640,57129,313285,169723,3353,7441,1660,6421,14810,29338,62097,371760,262041
2013,Hawaii,227950,107,322,494,1104,2267,2673,4760,54333,37873,49,277,215,1018,1707,2536,5079,57588,55548
2013,Idaho,250377,462,369,333,1242,2283,4273,10145,61354,38809,405,355,737,1289,2748,4261,8722,63289,49301
2013,Illinois,1862296,2590,5039,4610,10503,16661,31003,58807,409955,283822,3109,6092,2584,9351,17388,30579,64569,479348,426286
2013,Indiana,1039650,1165,2598,2329,7701,11087,24134,40813,228931,147612,2038,3022,2746,6124,10336,25018,42262,262604,219130
2013,Iowa,515858,757,1776,806,2908,3372,9125,14600,113225,84320,421,754,634,2532,4096,9891,16685,125260,124696
2013,Kansas,441599,667,1103,877,2133,4257,7861,14742,96560,69874,509,404,634,2046,4500,8457,16085,109057,101833
2013,Kentucky,769884,749,2076,1779,4403,12243,22780,41392,166537,97300,1046,1737,1814,3655,11162,23513,43540,187556,146602
2013,Louisiana,710010,1031,2921,2448,5647,9024,20858,34353,151266,92305,1573,2398,3084,5617,7300,18113,35054,174554,142464
2013,Maine,269953,184,657,658,2594,2539,6454,11064,61230,39168,75,359,590,1835,3278,6478,10981,65813,55996
2013,Maryland,839026,1534,3094,2182,4503,7270,14473,22709,189738,124239,1470,3052,1920,5314,6805,13440,26580,224801,185902
2013,Massachusetts,1049367,469,2732,1937,6160,8888,17834,31482,224279,162830,493,2741,2404,4522,9361,24379,30639,268194,250023
2013,Michigan,1717407,1301,3472,3944,11490,16750,39456,72907,378182,248703,1114,2715,4264,11203,17138,40367,74906,423786,365709
2013,Minnesota,800817,1108,896,1876,4654,6137,11454,22902,184885,129225,676,1610,1845,5005,5292,12364,22051,203099,185738
2013,Mississippi,510856,1576,2319,1793,3541,7000,16990,28081,103936,63300,682,1493,1007,2993,7119,15193,28908,125778,99147
2013,Missouri,1032371,1075,2620,2637,6101,10113,25837,45282,222522,149327,838,1301,1946,5847,12434,26086,43072,257955,217378
2013,Montana,180734,73,569,334,822,1365,2224,7116,45764,28794,377,104,197,154,1473,3197,5869,45020,37282
2013,Nebraska,279401,760,790,754,1033,1728,4061,7972,61691,48047,332,604,600,886,2612,4676,7869,69103,65883
2013,Nevada,412184,101,1265,954,1180,3521,7038,13234,105233,61294,441,567,716,2021,3801,8189,15477,111082,76070
2013,New Hampshire,221973,84,354,895,731,1369,6194,7293,51210,33092,0,188,273,1162,2646,5167,7858,57440,46017
2013,New Jersey,1356942,2930,2154,3149,5700,9627,23268,39611,291086,209399,1665,2607,2022,5576,12504,21993,45022,349053,329576
2013,New Mexico,355952,802,4193,998,1691,4437,8450,15053,79057,52448,688,1434,731,1979,2762,7414,16229,88960,68626
2013,New York,3075386,6594,8650,9995,16901,26983,59501,99674,637766,463581,4272,9456,6544,14359,28972,59361,115491,780883,726403
2013,North Carolina,1619153,1225,3982,4787,9171,13412,34410,67950,367082,214047,981,4376,2310,8030,17151,39639,78929,424782,326889
2013,North Dakota,105436,430,103,103,615,334,2211,2540,23397,18861,36,0,246,169,861,1246,2920,24500,26864
2013,Ohio,1920962,2312,4599,4701,12756,16856,36609,70120,420914,288255,2407,5377,3858,10673,16484,37551,67962,487763,431765
2013,Oklahoma,632080,1734,3132,1762,4792,6371,14316,26544,137169,91094,1358,2974,1821,4031,5011,13957,30604,159815,125595
2013,Oregon,677264,769,1604,1278,3420,4127,10245,25603,160262,101365,631,671,1223,3512,4903,12812,27541,176677,140621
2013,Pennsylvania,2276939,2635,4752,4347,11530,20288,40091,77933,484402,356161,1230,3404,4946,12823,21274,43911,80895,558915,547402
2013,Rhode Island,179391,148,269,296,1487,1951,3317,6278,36930,26331,0,302,776,1318,1682,4898,7059,43639,42710
2013,South Carolina,844520,1408,2646,1517,5131,7868,18728,38130,196441,108074,972,2985,1206,3061,6547,20102,42611,225893,161200
2013,South Dakota,134411,10,528,314,1464,1030,2020,4851,30191,22549,0,221,102,680,1229,2852,3851,31145,31374
2013,Tennessee,1111273,1305,3604,3550,5981,11285,26277,51214,252124,143677,712,2626,2655,5161,13595,28032,55926,284667,218882
2013,Texas,3274749,6033,13077,7046,18200,34634,64098,114449,750536,464736,6653,14018,10045,18674,32019,66200,133708,855841,664782
2013,Utah,312237,325,886,1370,1733,3701,5654,9247,73341,50516,181,489,339,1822,3478,4366,9851,80678,64260
2013,Vermont,117899,84,433,342,2051,1519,3138,4390,27856,16614,43,184,251,1122,998,2578,4192,28913,23191
2013,Virginia,1235733,2878,5065,2479,7504,11161,23292,40989,283416,170046,3542,5854,1601,7791,13320,27508,48143,324970,256174
2013,Washington,1050356,816,3080,2772,7330,7517,18361,34116,250021,157221,1075,2375,2431,5928,9992,17017,40202,275672,214430
2013,West Virginia,389542,490,138,1263,2066,7262,11219,23845,85166,52256,321,1412,799,2460,4132,8468,20566,90938,76741
2013,Wisconsin,940405,1747,3168,2369,5128,9722,16341,29048,212678,147234,923,3438,2066,4786,9661,18003,30465,230894,212734
2013,Wyoming,83814,291,63,471,262,794,1290,2230,21972,12489,279,336,348,161,617,953,2534,22226,16498
2014,Alabama,896114,609,2039,2146,6353,10669,22153,45144,191874,117027,518,2456,1196,5825,12124,25930,51328,223812,174911
2014,Alaska,75107,0,113,511,941,890,1126,2724,21281,9479,175,480,64,112,555,1501,2613,19636,12906
2014,Arizona,1162954,1172,2387,2887,4969,6577,15036,32914,275370,192077,570,1730,1784,5066,9585,18991,41206,311149,239484
2014,Arkansas,553110,620,1025,982,3856,5474,14327,28101,119651,76519,651,666,2069,3593,8746,15418,28811,137290,105311
2014,California,5370026,11860,23977,15638,33952,39565,82059,166160,1190381,838333,11525,23863,16323,25727,39681,78373,186646,1395856,1190107
2014,Colorado,732018,1001,2520,1756,5437,5778,11622,23231,179942,106122,876,1767,1073,3507,6321,12071,23789,199399,145806
2014,Connecticut,580387,328,750,1235,2491,3296,9150,15737,128375,91734,111,949,1055,3361,4314,11850,18690,148430,138531
2014,Delaware,170976,730,286,662,1486,1084,3710,4413,39845,24984,245,308,730,709,929,3726,6784,47147,33198
2014,Florida,4083958,3762,10920,5582,18328,29387,60175,123687,908774,700792,7057,9089,4849,14514,27652,63180,129836,1044073,922301
2014,Georgia,1450002,3336,6826,4157,8459,15495,32984,62064,332447,175025,2954,4711,2776,7840,18167,33629,71431,393441,274260
2014,Hawaii,233713,623,1234,615,937,1246,2474,6375,54550,38603,233,739,470,1363,1238,1371,4962,60380,56300
2014,Idaho,259848,518,482,811,1398,1882,3541,8216,66220,39615,88,605,424,1629,1950,3537,9642,68081,51209
2014,Illinois,1912465,2417,3663,3511,9083,15496,30334,62791,426884,286885,2092,5276,3357,11027,14203,31983,67381,501610,434472
2014,Indiana,1067088,1894,2517,1884,6681,10814,23516,41683,235363,151219,1198,3001,3121,5579,13153,23161,46014,273002,223288
2014,Iowa,522869,550,940,1477,2899,3722,9200,15400,117725,84599,548,844,1365,1786,2823,8173,15022,129976,125820
2014,Kansas,457532,694,805,1015,2115,4297,8706,16119,101426,70173,983,1230,1539,2446,4258,8831,16389,112013,104493
2014,Kentucky,801662,463,2511,1425,5161,11099,25905,45797,172780,100604,576,2169,2820,6131,10302,23756,46078,196299,147786
2014,Louisiana,737621,1177,2176,1921,4847,10390,17177,41136,160102,95948,924,2746,3046,5221,7809,18323,34677,187101,142900
2014,Maine,278134,305,462,454,2049,3787,6939,10611,65033,38758,235,641,432,1532,3611,7027,10455,69581,56222
2014,Maryland,875751,2409,3510,2251,5182,5822,13404,27897,196268,127824,1327,2975,3817,6414,6106,14426,28093,237347,190679
2014,Massachusetts,1082800,644,2978,3746,5663,9525,19571,34243,237335,162416,736,1880,2116,7541,10182,20189,35162,277892,250981
2014,Michigan,1784789,871,3519,4175,10739,21029,40387,77600,392864,250311,1141,4959,4683,12594,21200,41176,82507,444952,370082
2014,Minnesota,827645,710,1250,1077,4860,6252,11786,25360,193931,131061,669,937,2241,3397,6045,11994,24313,213261,188501
2014,Mississippi,529957,531,2228,1695,3417,8193,13667,29176,109239,65535,733,1241,1257,2742,9738,16490,31780,128054,104241
2014,Missouri,1075133,1056,2674,3026,6663,11150,28633,48121,234602,150639,645,3124,1578,6743,13344,27577,48868,267243,219447
2014,Montana,189299,260,255,261,1588,1173,2715,6900,47973,29446,253,89,112,401,1608,4461,7051,47574,37179
2014,Nebraska,287988,356,565,488,1855,1704,3825,7966,64603,46789,0,394,723,1432,1806,4244,10746,72048,68444
2014,Nevada,437426,594,1702,1311,1443,3531,5566,13759,112949,65126,910,1087,860,1587,3868,8921,15313,120810,78089
2014,New Hampshire,228227,32,554,178,2428,845,3416,8234,54748,32553,312,637,393,1306,1617,5629,8007,61103,46235
2014,New Jersey,1379295,1391,3567,2767,6736,10961,20048,41125,301500,210919,1167,3515,2607,6637,8634,23272,40337,364176,329936
2014,New Mexico,364764,523,1121,691,3173,4980,6724,14850,83130,52600,242,1441,818,3946,6145,6191,14341,91215,72633
2014,New York,3138240,5783,8861,7418,16921,25728,55509,98428,669080,465477,6674,9177,7718,18749,30889,59156,115383,808559,728730
2014,North Carolina,1677347,1225,3856,3512,10677,14466,34632,70188,385324,219819,2244,3363,2804,10621,15020,40536,75874,449014,334172
2014,North Dakota,109144,114,237,556,326,921,1368,2914,25930,18313,70,334,273,450,453,1571,3113,25845,26356
2014,Ohio,1995686,3983,6999,4318,12009,20250,37138,74961,438158,292313,3037,6070,4554,11957,20956,40205,77583,506447,434748
2014,Oklahoma,647135,3167,4404,2603,3939,6464,12046,26736,141625,91316,1643,3793,2774,3811,6418,13885,28557,162855,131099
2014,Oregon,704087,458,1221,1478,4275,5867,10181,24435,169018,105529,628,1159,2220,4049,4431,12753,24532,188043,143810
2014,Pennsylvania,2328779,1811,4381,3852,13108,18127,43902,80475,502808,357759,1385,3975,3708,12388,18625,45124,81178,585837,550336
2014,Rhode Island,184895,172,508,1053,1451,1360,2975,5940,38732,26354,0,152,304,1796,2112,4832,8715,44708,43731
2014,South Carolina,886576,568,2319,2814,5267,8619,16273,39459,208882,113528,714,1638,1670,3573,9502,21233,44453,242515,163549
2014,South Dakota,136875,0,282,532,794,1220,2163,4315,31884,22170,434,340,715,355,1544,1581,3273,33559,31714
2014,Tennessee,1149131,1259,3438,2520,6618,11626,29350,52065,261464,150705,966,1976,3257,5212,12932,28096,56056,301275,220316
2014,Texas,3419013,6629,13018,9569,18728,34259,65898,127517,781128,482066,6511,13401,7955,20782,34647,67822,136027,903869,689187
2014,Utah,325372,302,1484,851,2626,4529,4790,8799,76798,51845,257,850,661,1787,3074,4680,10671,84568,66800
2014,Vermont,121955,7,149,659,474,1011,2107,4732,29225,17399,293,566,342,717,1427,3196,5182,30600,23869
2014,Virginia,1253543,2673,3828,2775,6144,10542,23856,42788,292182,176930,1855,3567,2335,7151,10283,21622,46396,339321,259295
2014,Washington,1096115,989,2415,2496,6970,8276,18706,37654,262650,160364,757,2216,2283,7498,9086,20596,41829,292511,218819
2014,West Virginia,398261,92,1517,1012,2155,5170,12200,24320,88272,53814,44,724,354,2987,3777,8941,20347,96074,76461
2014,Wisconsin,966945,1159,2771,2483,4590,6577,18971,33489,220737,149638,919,2707,1972,6039,8121,17783,31669,242789,214531
2014,Wyoming,86100,44,69,848,911,425,1386,2733,22286,12618,0,235,244,197,1230,1127,1998,23034,16715
2015,Alabama,925655,386,1808,2826,6882,10485,25299,48890,196902,116261,1386,1786,2429,6347,12628,25072,53860,232494,179914
2015,Alaska,77229,30,300,903,562,428,1480,2108,23000,9921,114,13,243,424,638,1087,2398,21458,12122
2015,Arizona,1222730,1619,4823,3724,7352,8884,17065,36298,285588,201949,1979,4451,3011,7091,6125,16085,40085,328099,248502
2015,Arkansas,577864,866,1279,1304,3683,8262,14423,28644,124453,76183,617,1823,1608,6068,8880,18195,32807,141800,106969
2015,California,5593326,10955,23848,18947,33051,42917,78296,175431,1253566,867984,9584,22656,15727,32051,42397,83375,190586,1469624,1222331
2015,Colorado,768563,1774,3083,1811,4314,5797,8628,22698,195056,109733,1991,3025,1944,3122,5572,10539,28070,212915,148491
2015,Connecticut,589312,317,1756,1093,2470,3811,9796,15576,132602,92707,274,1409,1055,2601,4897,9805,17670,154479,136994
2015,Delaware,179200,137,558,812,1128,1669,3216,7123,41542,25829,345,816,291,1237,1985,2281,6891,48377,34963
2015,Florida,4232172,3173,8183,9281,18529,25054,59804,136229,941188,724173,4199,7896,6007,14832,28692,58804,139149,1096797,950182
2015,Georgia,1484108,1997,5718,2915,7358,16484,31500,58154,347000,184424,2070,6203,2571,7078,15163,31858,69453,414850,279312
2015,Hawaii,239798,65,311,401,1167,943,3296,5727,57304,39655,221,335,374,956,975,1600,5451,63731,57286
2015,Idaho,273459,276,440,629,1143,2673,6411,9706,68011,42031,156,467,160,1357,3110,3713,8433,72935,51808
2015,Illinois,1948739,2258,4948,4636,10157,14540,30244,60780,445898,287565,2695,4442,4303,10092,15069,30102,66424,517789,436797
2015,Indiana,1091160,1879,3030,2309,7753,12074,21123,43236,245507,150752,846,2679,2354,6373,12832,23652,45896,282758,226107
2015,Iowa,535749,430,1840,1059,2871,3323,7198,15691,122319,86567,635,1938,1062,2701,4534,8606,16415,133908,124652
2015,Kansas,457964,278,702,1025,2438,4559,7906,15014,103141,70848,92,440,677,1995,4841,7950,15737,116905,103416
2015,Kentucky,826296,758,2645,2902,4702,9792,23624,50792,180778,101332,1556,3353,2146,5076,11699,26458,45281,203291,150111
2015,Louisiana,766296,985,2342,1842,7267,8638,21081,40350,164420,99045,715,2499,2210,5947,7865,17573,38937,193668,150912
2015,Maine,288341,228,484,521,1662,3291,5539,13308,66472,40291,267,511,524,1938,3061,6591,13847,73693,56113
2015,Maryland,903929,1873,3937,2190,5393,6282,14419,25148,205516,128373,2639,2939,1652,5170,6824,15733,34686,246058,195097
2015,Massachusetts,1105145,565,1895,2620,5940,8833,19101,34684,247321,163383,1079,1443,1720,6450,8542,18702,40505,292276,250086
2015,Michigan,1820177,1352,2813,4962,10999,18021,38624,82340,407974,255996,1745,3095,3184,10197,20505,39107,84364,460685,374214
2015,Minnesota,859882,457,1874,2088,4084,6504,12193,25205,205446,135730,104,816,1824,4482,7037,10993,27526,225822,187697
2015,Mississippi,542534,711,1168,1756,2655,6876,15372,32209,113407,66861,904,874,882,4312,6914,16987,31912,137336,101398
2015,Missouri,1080293,1346,2826,3138,7756,10911,23706,46884,235681,153764,556,2559,1955,4961,12280,25160,49694,274147,222969
2015,Montana,195834,42,556,607,839,1753,3084,6440,49994,31502,251,331,427,980,1308,3341,5839,50725,37815
2015,Nebraska,296217,225,1146,285,2579,2219,4357,8067,67391,47753,730,444,517,1448,2067,5378,8714,76415,66482
2015,Nevada,464377,1217,2078,1266,2028,4848,7324,15526,118441,68065,1132,2640,826,2063,4256,7322,18851,125238,81256
2015,New Hampshire,239242,248,224,708,1432,2012,3375,7992,59167,34788,201,291,302,1482,2725,5652,8414,62946,47283
2015,New Jersey,1419936,1733,4234,2549,7615,10587,20185,40511,312147,214899,2449,4438,4081,6717,8377,18758,50202,378092,332362
2015,New Mexico,377255,647,966,1323,2635,3097,7437,14253,86636,55332,1185,1064,487,2840,4283,8845,15014,98914,72297
2015,New York,3202195,3065,8427,8924,18025,25086,58862,103900,689314,478052,3729,6296,6978,15315,29628,57565,118911,838695,731423
2015,North Carolina,1742402,1632,3164,4340,10573,15751,38877,69552,394529,229680,2409,2906,2939,8683,17258,41009,87924,471342,339834
2015,North Dakota,113885,47,556,133,542,808,1299,4200,26264,18757,66,521,420,605,644,1347,3443,27668,26565
2015,Ohio,2037039,5007,5547,4975,11841,19753,37591,77982,455207,294868,3736,6234,4272,10758,18717,41079,78602,526735,434135
2015,Oklahoma,674906,4339,6417,1716,3522,6473,14722,28934,145004,94776,3215,5507,1979,4678,7236,14974,30712,168512,132190
2015,Oregon,730541,146,894,1650,3686,6420,10954,24214,179624,107618,304,324,898,3175,4819,12973,28791,197719,146332
2015,Pennsylvania,2375223,1929,6623,4501,9814,18868,39378,80550,522886,360154,2334,4934,3705,13095,19276,42528,88024,610119,546505
2015,Rhode Island,185366,165,298,687,1077,1399,3338,5746,40921,27271,129,150,371,1805,1132,4514,7337,47710,41316
2015,South Carolina,917926,724,3118,2880,3811,9963,17290,37039,219923,117581,744,1680,1536,4531,8732,19291,47312,251924,169847
2015,South Dakota,144047,281,442,571,591,1514,1061,3904,34559,23099,408,103,238,1031,468,2528,5311,34961,32977
2015,Tennessee,1184277,3091,2835,4115,7663,11952,27866,49981,270749,154896,2236,4202,3166,7485,13621,27224,57275,307809,228111
2015,Texas,3536449,4792,14888,9805,20378,33921,62806,128071,820002,498001,6325,12196,9120,21358,31283,67309,143506,954309,698379
2015,Utah,336762,461,653,815,2125,4014,5557,9566,79366,53916,630,683,985,2299,3063,5542,10340,88794,67953
2015,Vermont,124369,15,123,151,934,1321,2809,4521,30087,17177,15,47,692,806,1127,2544,5055,32167,24778
2015,Virginia,1297840,814,4203,1652,8515,11590,22493,43198,307382,183348,1439,3713,2168,5856,10975,24250,46230,352393,267621
2015,Washington,1146575,802,4043,4036,9074,10126,17374,39478,279522,168012,1002,1955,1914,7274,10420,19927,42612,306377,222627
2015,West Virginia,403416,176,862,530,1829,5221,10256,24428,91181,54784,437,922,893,1790,4652,9880,19709,99398,76468
2015,Wisconsin,985843,1033,2854,2718,6029,8200,16227,29843,231491,151359,687,2867,1162,4427,9037,16758,31679,252593,216879
2015,Wyoming,89168,279,364,328,622,402,884,2744,23517,13255,112,634,246,326,300,1052,3002,23370,17731
2016,Alabama,948245,760,2722,2966,6544,11518,23416,50872,202065,119185,1038,2561,2285,5876,12054,28623,52582,242069,181109
2016,Alaska,81362,225,231,703,435,325,1442,2680,24678,9960,87,165,323,610,510,1105,2266,23300,12317
2016,Arizona,1261235,610,2224,3434,5090,9400,14815,35340,302868,211498,892,2221,1695,4742,7740,14874,39513,345830,258449
2016,Arkansas,580132,770,1904,1208,4021,7126,15115,29547,125330,79485,587,798,1861,3417,7465,17101,28084,146227,110086
2016,California,5778129,17531,34205,21554,35583,43298,75721,177272,1303529,891519,14841,27497,18753,34564,39545,75536,192656,1527003,1247522
2016,Colorado,804069,1086,1920,2396,4425,5995,12192,25986,203049,113674,1203,2158,1649,3926,5356,12887,26429,225948,153790
2016,Connecticut,604970,237,695,1240,2883,3707,9772,16902,138941,92252,395,467,1646,2416,4272,8218,21019,159701,140207
2016,Delaware,180629,195,446,105,1389,718,2402,5268,43138,25796,195,619,458,746,1416,2742,6755,52111,36130
2016,Florida,4380312,3288,9012,7493,17164,27618,60107,130738,980094,748397,6172,7279,6846,18407,25908,63027,150286,1146282,972194
2016,Georgia,1557373,3551,10003,4053,6631,13671,30836,65251,360244,192272,4566,9474,4034,11156,17513,31534,72711,433469,286404
2016,Hawaii,246962,213,165,425,854,1566,3149,5687,61583,40202,97,283,454,907,1130,1310,5618,64688,58631
2016,Idaho,283303,390,556,388,1669,2732,4094,9289,70821,43633,329,845,842,1891,2934,4477,9001,75957,53455
2016,Illinois,1993912,1880,4195,4067,9457,14534,28521,65648,457812,294507,2340,5819,3175,9749,15733,30371,69647,535518,440939
2016,Indiana,1122900,1649,4755,3209,6137,13885,23858,44530,253347,155249,1135,2234,2504,6387,12301,24271,49001,291971,226477
2016,Iowa,545331,441,956,1300,2284,4260,7597,14883,126765,87397,343,1153,1249,2851,3745,6573,18380,139591,125563
2016,Kansas,475888,398,905,845,2018,4414,8164,15931,111247,71935,577,802,1340,1838,5153,8168,17585,122701,101867
